"id","Email","GroupMembership"
53,"12992Jacqueline.Russell@shaw.ca",0
54,"7217Julia.Gonzales@live.com",0
55,"11873Joshua.Bryant@gmx.com",0
56,"21349Zachary.Johnson@rogers.ca",0
57,"11806Sean.Peterson@gmx.com",0
58,"1312Paul.Walker@hotmail.com",2
59,"16001Marcus.Morris@rogers.ca",0
60,"2890Lily.Perez@microsoft.com",0
61,"13230John.Campbell@hotmail.com",0
62,"13288Aaron.Allen@att.com",0
63,"22652Aaliyah.White@live.com",1
64,"7474Jenna.Murphy@hotmail.com",0
65,"25652Madison.Bryant@hotmail.com",0
66,"24261Spencer.Lewis@att.com",0
67,"23707Vanessa.Rodriguez@live.com",2
68,"885Melissa.Moore@gmail.com",0
69,"27020Aaron.Jenkins@shaw.ca",0
70,"5236Grace.Simmons@live.com",0
71,"9400Colby.Clark@live.com",0
72,"22994Gabriella.Chambers@shaw.ca",0
73,"20895Chase.Reed@gmx.com",0
74,"6995Connor.Adams@rogers.ca",0
75,"11010James.Bennett@rogers.ca",0
76,"17123Kaitlyn.Pitt@hotmail.com",0
77,"9467Seth.Choi@att.com",0
78,"34568Seth.Hayes@telus.net",0
79,"2971Lauren.Coleman@telus.net",0
80,"9990Khalilah.Sanchez@hotmail.com",1
81,"19507Zoe.Moore@rogers.ca",1
82,"12881Amber.Young@telus.net",0
83,"4947Trevor.Wilson@gmail.com",0
84,"19683Cherlyn.Hill@rogers.ca",1
85,"11629Brianna.Young@gmx.com",0
86,"35097Michael.Radcliff@microsoft.com",0
87,"11479Angela.Taylor@telus.net",0
88,"33027James.Pearson@live.com",2
89,"11514Gabriella.Mitchell@live.com",0
90,"2211Jeffrey.Verstraete@att.com",0
91,"21607Jordan.Roberts@telus.net",0
92,"21713Kermit.Hernandez@att.com",2
93,"17006Raymundo.Perry@gmx.com",0
94,"527Michelle.Murphy@telus.net",0
95,"23353Kaylee.Peterson@hotmail.com",0
96,"24676Julia.Bennett@hotmail.com",0
97,"7164Isabella.Bryant@live.com",0
98,"31298Kelly.Carter@shaw.ca",0
99,"25263Tanner.King@shaw.ca",0
100,"11185Victoria.Williams@rogers.ca",0
101,"7976Raymundo.Robinson@att.com",0
102,"12355Emma.Brown@telus.net",0
103,"5004Hettie.Hughes@gmail.com",0
104,"30320Grace.Nelson@att.com",2
105,"11677Brianna.Phillips@gmx.com",0
106,"8259Kaycee.Choi@gmx.com",0
107,"26964Dylan.Kelly@microsoft.com",0
108,"20116Megan.Jones@gmail.com",0
109,"9330Devin.Stewart@shaw.ca",0
110,"4726Lily.Davis@telus.net",0
111,"23816Jesus.Allen@microsoft.com",0
112,"3302Angie.Davis@telus.net",0
113,"32902Madison.Parker@telus.net",0
114,"34114Sydney.Rogers@rogers.ca",2
115,"443Hailey.Flores@rogers.ca",0
116,"5837Emma.Perez@gmx.com",1
117,"16849Michelle.Coleman@live.com",0
118,"31411Hailey.Harris@hotmail.com",0
119,"16098Jorge.Morgan@microsoft.com",0
120,"983Judi.Brandzin@hotmail.com",0
121,"20350Amber.Rodriguez@hotmail.com",0
122,"14047Luke.Wilson@gmx.com",0
123,"18086Alejandro.Diaz@microsoft.com",0
124,"28332Isabel.Adams@microsoft.com",2
125,"33178Cheyenne.James@gmx.com",0
126,"7862Brian.Butler@gmail.com",0
127,"31081Nicholas.Perry@shaw.ca",0
128,"21297Nathan.Morris@rogers.ca",0
129,"7638Brianna.Anderson@gmail.com",0
130,"18954Blake.Martinez@gmail.com",0
131,"9234Alexa.Nelson@telus.net",0
132,"30182Emily.Campbell@att.com",0
133,"7047Trevor.Lee@hotmail.com",0
134,"14451Jocelyn.Main@live.com",2
135,"34685Molly.Lopez@gmail.com",0
136,"637Miguel.Martinez@gmail.com",0
137,"33267Danyel.Foster@telus.net",2
138,"8706Leslie.Hughes@live.com",0
139,"14674Jessica.Lee@microsoft.com",0
140,"1984Aaron.Murphy@gmx.com",1
141,"16147Sarah.Rivera@telus.net",0
142,"29106Kaylee.Long@rogers.ca",0
143,"4404Stephanie.Yarobi@rogers.ca",0
144,"12078Briana.Diaz@rogers.ca",0
145,"29528Elizabeth.Hughes@shaw.ca",0
146,"4894Juan.Robinson@gmx.com",0
147,"26694Melissa.Scott@microsoft.com",0
148,"6640Savannah.Stewart@hotmail.com",0
149,"18247Paige.Edwards@hotmail.com",2
150,"5982Violet.Simmons@shaw.ca",0
151,"9676Lily.Gonzalez@shaw.ca",0
152,"15688Caroline.King@gmx.com",0
153,"19061Cole.Verstraete@shaw.ca",0
154,"5109Antonio.Bennett@microsoft.com",0
155,"7115Daniel.Washington@hotmail.com",0
156,"34081Brendan.Brugger@gmail.com",1
157,"11365Sara.Jackson@gmail.com",0
158,"31687Breanna.Wood@live.com",0
159,"11968Justin.Wood@microsoft.com",0
160,"5800Michelle.Campbell@microsoft.com",0
161,"25095Jordan.Peterson@shaw.ca",0
162,"15403Courtney.Parker@gmail.com",0
163,"34914Evelyn.Cox@gmx.com",0
164,"25980Khalilah.Hill@telus.net",0
165,"18025Danielle.Roberts@telus.net",0
166,"14563Hannah.Jenkins@telus.net",0
167,"25433Kaycee.Torres@microsoft.com",0
168,"22775Julia.Mitchell@gmx.com",0
169,"16896Cathey.Clark@hotmail.com",0
170,"15739Luis.Verstraete@gmx.com",2
171,"4777Faith.Choi@live.com",1
172,"32694James.Martin@gmx.com",0
173,"28522Kylie.Simmons@gmail.com",0
174,"29476Kelly.Rivera@rogers.ca",0
175,"5552Erin.Martinez@rogers.ca",0
176,"7380Anna.Wright@microsoft.com",0
177,"29374Brandon.Richardson@gmail.com",2
178,"31343Gabriel.Thompson@hotmail.com",0
179,"32405Eric.Morgan@gmx.com",0
180,"16953Matthew.Lewis@shaw.ca",0
181,"2073Jack.Coleman@microsoft.com",1
182,"27083Jesus.Bennett@live.com",0
183,"12757Elijah.Williams@microsoft.com",0
184,"31805Joseph.Brugger@gmx.com",0
185,"9772Mary.Robinson@microsoft.com",0
186,"793David.MacKenzie@rogers.ca",0
187,"11320Kaitlyn.Allen@rogers.ca",2
188,"8141Jade.Turner@rogers.ca",0
189,"19159Lakeshia.Hill@gmail.com",0
190,"33716Taylor.Carter@att.com",0
191,"21093Briana.Cooper@shaw.ca",0
192,"840Ian.Russell@telus.net",0
193,"5621Mackenzie.Harris@microsoft.com",0
194,"34518Stephanie.Green@att.com",0
195,"17898Hunter.Jackson@rogers.ca",0
196,"1694Leah.Morris@shaw.ca",0
197,"8517Marcus.Watson@gmx.com",0
198,"8084Aaliyah.Wright@microsoft.com",2
199,"13853Beulah.Pearson@att.com",0
200,"32849Gabrielle.Green@hotmail.com",0
201,"26808Kevin.Rogers@hotmail.com",1
202,"17639Pilar.Price@hotmail.com",0
203,"34634Matthew.Gonzales@gmail.com",0
204,"3658John.Carter@gmail.com",0
205,"3554Patrick.Evans@rogers.ca",0
206,"15585Maria.Bryant@gmx.com",0
207,"24510Vanessa.Sanders@rogers.ca",0
208,"13354Stephen.Lee@live.com",0
209,"16669Daniel.Davis@telus.net",0
210,"30793Jason.Richardson@gmx.com",0
211,"32803Cary.Getzlaff@gmx.com",2
212,"9517Brandon.King@gmx.com",0
213,"570Christian.Murphy@live.com",0
214,"20178Chloe.Henderson@microsoft.com",0
215,"23182Christina.Young@gmx.com",2
216,"1430Briana.Barnes@shaw.ca",1
217,"33498Elizabeth.Martinez@shaw.ca",0
218,"4626Kecia.Thompson@telus.net",1
219,"26581Jennifer.James@hotmail.com",0
220,"14097Chloe.Thompson@telus.net",0
221,"14304Danielle.Taylor@telus.net",2
222,"33429Autumn.Pitt@hotmail.com",0
223,"1096Broderick.King@microsoft.com",0
224,"30621Charles.Barnes@microsoft.com",0
225,"27440Jocelyn.Simmons@live.com",0
226,"22003Diedra.Brown@gmail.com",0
227,"27180Thomas.Kelly@gmx.com",2
228,"29576Samantha.Carter@hotmail.com",0
229,"16780Ashley.Patterson@shaw.ca",0
230,"2376Bryce.Brandzin@shaw.ca",0
231,"15148Sara.Stewart@telus.net",0
232,"22544Cathey.Daeninck@shaw.ca",0
233,"27390Connor.Richardson@shaw.ca",0
234,"7531Alexa.Morgan@gmx.com",0
235,"34359Hettie.Stewart@gmail.com",0
236,"24620Jorge.Roberts@hotmail.com",0
237,"16193Katelyn.Cox@telus.net",2
238,"13520Nathan.Hall@gmx.com",0
239,"487Angela.Daeninck@gmx.com",0
240,"20461Sofia.Alexander@att.com",0
241,"10846Melissa.Clark@hotmail.com",0
242,"22046Victor.Perry@att.com",0
243,"7699Kiara.Rodriguez@microsoft.com",0
244,"735Julian.Martinez@microsoft.com",0
245,"21890Jake.MacKenzie@rogers.ca",2
246,"33974Anna.Roberts@microsoft.com",0
247,"6348Sydney.Turner@telus.net",0
248,"12944Aaliyah.Hall@rogers.ca",2
249,"4839Natalie.Wilson@live.com",0
250,"34169Kelly.MacDonald@att.com",0
251,"2754Kaitlyn.Campbell@gmail.com",0
252,"32736Jennifer.Garcia@telus.net",0
253,"21458Autumn.Choi@rogers.ca",0
254,"34406Ava.Brown@telus.net",0
255,"23913Antonio.Mitchell@live.com",0
256,"4669Jessica.Bell@gmail.com",0
257,"283Brianna.James@shaw.ca",0
258,"20059Melissa.Gonzalez@att.com",0
259,"28838Megan.Kelly@att.com",0
260,"14403Briana.Timms@live.com",0
261,"34809Chloe.Long@hotmail.com",0
262,"3044Evan.Choi@microsoft.com",0
263,"34305Ryan.Baker@telus.net",0
264,"13985Julian.Ward@gmail.com",0
265,"11265Adam.Thompson@gmx.com",0
266,"13443Brooke.Miller@att.com",0
267,"22369John.Rodriguez@att.com",0
268,"15093Timothy.Rogers@gmail.com",0
269,"31855Jenna.Robinson@rogers.ca",0
270,"6471Danielle.Sanders@microsoft.com",0
271,"21035Courtney.MacKenzie@gmail.com",2
272,"29858Hannah.Rodriguez@rogers.ca",0
273,"34864Bryce.Carter@hotmail.com",0
274,"15235Juan.Foster@live.com",0
275,"10435Gabriela.Martin@gmx.com",0
276,"13730Gabriel.Jones@shaw.ca",0
277,"14802Ian.Radcliff@microsoft.com",0
278,"10629Victor.King@microsoft.com",0
279,"22946Alex.Garcia@rogers.ca",1
280,"19559Rachel.Peterson@shaw.ca",0
281,"33315Alexandra.Coleman@rogers.ca",0
282,"32594Antonio.Diaz@att.com",0
283,"8816Paul.Perez@gmx.com",0
284,"18846Timothy.Hill@rogers.ca",0
285,"2694Trevor.Wood@att.com",0
286,"18487Hailey.Rodriguez@shaw.ca",0
287,"12581Jason.Robinson@microsoft.com",0
288,"221Ariana.Choi@gmx.com",0
289,"23471John.Roberts@gmx.com",1
290,"14912Tyler.Nelson@rogers.ca",0
291,"16361Stephanie.McVicar@telus.net",0
292,"6816Sarah.Simmons@shaw.ca",0
293,"33799Mia.Morgan@telus.net",0
294,"28466Mackenzie.Barnes@microsoft.com",0
295,"23087Alexa.Rodriguez@rogers.ca",2
296,"1366Jared.Cook@rogers.ca",0
297,"18804Evelyn.Rogers@microsoft.com",2
298,"30371Morgan.Hill@live.com",0
299,"17975Melisa.Flores@shaw.ca",1
300,"32963Gavin.Ratzlaff@telus.net",1
301,"26863Josefa.Cook@live.com",2
302,"19115Violet.James@rogers.ca",0
303,"30277Mackenzie.Rivera@rogers.ca",1
304,"32649Evan.Wright@gmail.com",0
305,"14208Julian.Russell@rogers.ca",1
306,"12289Hunter.Cook@telus.net",0
307,"4576Noah.Coleman@att.com",0
308,"13666Cameron.Daeninck@live.com",0
309,"26048Vanessa.Lewis@gmail.com",0
310,"29627Connor.Jackson@gmail.com",0
311,"13615Michelle.Carter@live.com",0
312,"9087Josefa.Roberts@gmx.com",0
313,"13562Makayla.Patterson@gmx.com",1
314,"29060Jack.Kelly@att.com",0
315,"1919Kelly.Ward@live.com",0
316,"3722Jared.Baker@live.com",0
317,"35236Ella.Iginla@hotmail.com",0
318,"1635Jeremy.Mitchell@live.com",0
319,"13919Ashley.Diaz@telus.net",0
320,"29694Brooke.Cook@shaw.ca",0
321,"13172Jordan.Powell@live.com",0
322,"4459Victoria.Peterson@gmx.com",0
323,"24205Jordan.Scott@telus.net",0
324,"20404Kayla.Davis@att.com",1
325,"30431Nathan.Daeninck@live.com",0
326,"26908Logan.Barnes@live.com",1
327,"19318Jason.Allen@hotmail.com",0
328,"6220Victor.Lewis@rogers.ca",0
329,"21781Amanda.Powell@shaw.ca",2
330,"28236Mia.Washington@live.com",0
331,"7814Kevin.Miller@hotmail.com",0
332,"25063Jennifer.Young@shaw.ca",0
333,"1583Lekisha.Getzlaff@microsoft.com",0
334,"16721Jacqueline.Martin@gmail.com",0
335,"24408Kyle.Reed@rogers.ca",0
336,"35143Sierra.Robinson@microsoft.com",0
337,"33073Destiny.Yarobi@gmx.com",0
338,"20989Elijah.Phillips@live.com",0
339,"19623Rebecca.Yarobi@live.com",0
340,"11429Jordan.Walker@att.com",2
341,"19227Nathaniel.Radcliff@telus.net",1
342,"18619Chase.Miller@live.com",0
343,"5171Colby.Barnes@shaw.ca",0
344,"30971Jennifer.Pearson@microsoft.com",0
345,"10786Hannah.Ward@hotmail.com",0
346,"35043Shelby.Gomes@microsoft.com",0
347,"4199David.Russell@shaw.ca",0
348,"26286Christina.James@rogers.ca",0
349,"25546Danielle.Carter@microsoft.com",0
350,"20769Sara.Flores@microsoft.com",0
351,"22491Julian.Wright@hotmail.com",0
352,"20597Ashley.Ratzlaff@telus.net",2
353,"25323Cameron.Lewis@microsoft.com",0
354,"3098Michael.White@live.com",1
355,"3498Jonathan.Timms@telus.net",0
356,"11567Maya.Clark@shaw.ca",0
357,"119Jordan.Gomes@gmail.com",0
358,"25207Aaron.Anderson@microsoft.com",0
359,"25758Broderick.Jackson@gmx.com",0
360,"1471Olivia.Barnes@gmail.com",0
361,"1872Erin.Sanders@gmx.com",0
362,"28664Chase.MacKenzie@shaw.ca",0
363,"30070Caroline.Radcliff@telus.net",0
364,"2121Matthew.Henderson@microsoft.com",2
365,"8320Tiffany.Parker@telus.net",0
366,"7423Kermit.Jenkins@shaw.ca",0
367,"17759Vanessa.Miller@telus.net",0
368,"32182Noah.Walker@live.com",1
369,"5455Sophia.Lewis@shaw.ca",0
370,"15837Allison.Washington@gmail.com",0
371,"15198Nathan.Jackson@microsoft.com",0
372,"28027Mariah.Butler@hotmail.com",0
373,"31031Ava.Bailey@live.com",2
374,"8027Kiara.Torres@microsoft.com",0
375,"1813Tristan.Perry@live.com",0
376,"29219Stephanie.Collins@shaw.ca",0
377,"27882Mark.Mitchell@att.com",0
378,"29010Kyle.Rogers@telus.net",0
379,"19278Andrea.Hernandez@gmail.com",0
380,"30502Jason.Pitt@telus.net",0
381,"3841Isabel.Sanchez@telus.net",0
382,"2933Dalton.Olsen@gmx.com",0
383,"19376Claire.Collins@telus.net",0
384,"20538Hailey.Phillips@gmail.com",2
385,"21153Megan.Robinson@shaw.ca",2
386,"23759Nathaniel.Stewart@shaw.ca",0
387,"26650Brandon.Hill@live.com",0
388,"22321Jackson.Morgan@telus.net",2
389,"15628Jasmine.Walker@microsoft.com",0
390,"13108Jenna.Russell@rogers.ca",0
391,"11922Julia.Main@att.com",0
392,"1753Samantha.Nelson@hotmail.com",0
393,"3140Jordan.Bennett@rogers.ca",0
394,"12651Claire.Morgan@shaw.ca",0
395,"19445Liberty.Hill@hotmail.com",0
396,"7763Christian.Moore@gmx.com",1
397,"11054Eric.Robinson@gmx.com",0
398,"17269Leslie.Ward@rogers.ca",0
399,"16300Brandon.Long@shaw.ca",0
400,"8876Miguel.Olsen@shaw.ca",0
401,"24559Jackson.Morgan@gmail.com",0
402,"934Miguel.Allen@live.com",0
403,"12407Brandon.Miller@microsoft.com",0
404,"8216Darron.Garcia@hotmail.com",0
405,"20013Sofia.Gonzales@shaw.ca",0
406,"20290Isaac.Pitt@gmx.com",0
407,"31250Benjamin.Tellies@live.com",0
408,"28594Kaitlyn.Tellies@gmail.com",0
409,"13402Jessica.Jenkins@live.com",0
410,"63Sara.Morris@gmx.com",2
411,"15349Nicholas.Hall@telus.net",0
412,"26464David.Alexander@gmail.com",0
413,"2605Hannah.Stewart@telus.net",0
414,"4135Lindsey.Thomas@hotmail.com",0
415,"22732Jesus.Brooks@gmx.com",2
416,"25814Melissa.Lee@att.com",0
417,"16047Jose.Robinson@hotmail.com",0
418,"13784Seth.Turner@live.com",1
419,"2258Alexis.Scott@microsoft.com",0
420,"30018Cole.Jones@att.com",1
421,"23588Sophia.Phillips@microsoft.com",0
422,"15288Sydney.Ramirez@microsoft.com",0
423,"5300Gabriella.Phillips@live.com",0
424,"20943Mason.Powell@microsoft.com",0
425,"16617Andrea.Washington@microsoft.com",0
426,"13041Jennifer.Roberts@gmail.com",2
427,"8765Katherine.Moore@telus.net",1
428,"21836Stephen.Ross@gmail.com",1
429,"26546Dalton.Davis@microsoft.com",0
430,"26752Aaron.Bennett@rogers.ca",0
431,"17054Riley.Iginla@rogers.ca",2
432,"32288Joel.McVicar@att.com",0
433,"33560Amanda.Campbell@hotmail.com",0
434,"22153Sydney.Baker@hotmail.com",0
435,"10901Nicole.Martinez@telus.net",0
436,"10264Melissa.Henderson@microsoft.com",2
437,"27773Kevin.Stewart@microsoft.com",0
438,"32226Claire.Jackson@gmx.com",0
439,"19016Cary.Jenkins@live.com",1
440,"3237Emma.Hill@rogers.ca",0
441,"15804Shelby.King@gmx.com",0
442,"27919Alexander.Allen@att.com",0
443,"10198Sara.Simmons@live.com",0
444,"21206Isabel.Phillips@rogers.ca",0
445,"28897Tyler.Carter@shaw.ca",0
446,"12700Brandon.Sanchez@hotmail.com",1
447,"31629Kathryn.Lopez@live.com",2
448,"24296Natalie.Gomes@telus.net",0
449,"15462Gabriela.Pitt@microsoft.com",0
450,"18739Brian.Rivera@gmail.com",0
451,"28953Milissa.Taylor@telus.net",0
452,"17476Andrew.Cooper@microsoft.com",1
453,"23536Olivia.Taylor@gmx.com",0
454,"9139Melissa.Howard@hotmail.com",0
455,"28080Arianna.Powell@telus.net",0
456,"31907Briana.MacDonald@gmx.com",0
457,"10952Gabriel.Simmons@att.com",0
458,"32471Katie.Pitt@hotmail.com",0
459,"30912Samuel.Gray@att.com",0
460,"17704Abigail.Walker@telus.net",0
461,"10154Katelyn.Stewart@gmail.com",0
462,"2429Kyle.Walker@live.com",2
463,"9947Beulah.Phillips@shaw.ca",0
464,"22595Trevor.Gray@microsoft.com",0
465,"23291Connor.Iginla@telus.net",0
466,"30863Cody.Phillips@gmail.com",0
467,"29167Jorge.Jackson@telus.net",0
468,"6415Angelina.Russell@gmx.com",0
469,"17365Brandon.Powell@hotmail.com",0
470,"18551Shelby.Gonzales@live.com",0
471,"29908Destiny.Hall@gmail.com",0
472,"31209Austin.Simmons@gmail.com",0
473,"27511Cathey.Collins@att.com",0
474,"34754William.Morgan@hotmail.com",0
475,"23983Cheyenne.Getzlaff@rogers.ca",0
476,"31152Elizabeth.Ramirez@att.com",2
477,"27290Isabella.Martin@hotmail.com",0
478,"10032Caitlin.Parker@gmx.com",0
479,"19752Jennifer.Jackson@live.com",0
480,"16434Jasmine.Anderson@att.com",2
481,"6581Aaron.Alexander@microsoft.com",0
482,"27822Alexis.Roberts@live.com",2
483,"33661Connor.Cox@rogers.ca",0
484,"23401Matthew.Mitchell@telus.net",0
485,"3904Jasmine.Griffin@live.com",2
486,"18188Sarah.Wright@gmx.com",0
487,"16489Khalilah.Henderson@rogers.ca",0
488,"31459Lekisha.Hughes@shaw.ca",0
489,"25158Caroline.Foster@hotmail.com",2
490,"32085Judi.Butler@live.com",0
491,"28429Sarah.Jenkins@gmx.com",0
492,"27718Blake.Timms@rogers.ca",0
493,"28722Amanda.Bell@live.com",0
494,"340Kaylee.Mitchell@att.com",0
495,"30219Audrey.Washington@att.com",0
496,"14498Austin.Getzlaff@gmail.com",0
497,"22831Emma.Gomes@microsoft.com",0
498,"22894Sara.Garcia@live.com",0
499,"7328Sydney.King@live.com",0
500,"19897Jonathan.Hughes@microsoft.com",0
501,"15899Sarah.Brugger@gmail.com",2
502,"21246Lauren.Russell@microsoft.com",2
503,"8572Mia.Clark@live.com",2
504,"18138Jennifer.Verstraete@rogers.ca",0
505,"33222Rosalinda.Foster@hotmail.com",0
506,"10319Matthew.Perry@att.com",0
507,"14354Kelly.Thompson@hotmail.com",0
508,"4241Jessica.Hayes@telus.net",0
509,"12233Jonathan.Perry@gmx.com",0
510,"0Olivia.Miller@shaw.ca",2
511,"25921Joel.Turner@att.com",0
512,"12179Liberty.White@gmx.com",0
513,"18879Connor.Olsen@shaw.ca",0
514,"33127Aaron.Johnson@att.com",0
515,"10101Jacob.Price@rogers.ca",2
516,"26181Carlos.Young@att.com",0
517,"19849Aaron.Turner@gmx.com",0
518,"11742Emily.Flores@gmail.com",0
519,"24960Leslie.Ross@microsoft.com",0
520,"5407Stephen.Wilson@microsoft.com",0
521,"18434Alexis.Simmons@hotmail.com",0
522,"17173Alyssa.Main@shaw.ca",0
523,"4288Gabriel.Adams@gmail.com",1
524,"24855Kayla.Davis@live.com",0
525,"33624Angela.Nelson@hotmail.com",0
526,"30559Timothy.Barnes@gmx.com",0
527,"4513Ian.Allen@gmail.com",0
528,"3596Jordan.Turner@microsoft.com",0
529,"4352Terica.Cox@gmail.com",0
530,"8454Madeline.Ward@gmx.com",0
531,"21406Evan.Young@microsoft.com",2
532,"25606Vanessa.Collins@gmx.com",2
533,"2316Marissa.Richardson@gmail.com",0
534,"27668Leslie.Verstraete@hotmail.com",2
535,"29799Courtney.Hall@hotmail.com",0
536,"17221Cassandra.Allen@microsoft.com",2
537,"6287Lindsey.Bailey@att.com",0
538,"27619Katelyn.Baker@shaw.ca",0
539,"10381Eric.Yarobi@shaw.ca",0
540,"12462Jeremy.Ross@live.com",0
541,"10579Tanner.Hayes@microsoft.com",0
542,"28777Leah.James@microsoft.com",0
543,"12517Mia.Ratzlaff@att.com",0
544,"16544Gabriel.Wright@live.com",0
545,"22432Alex.Phillips@gmx.com",0
546,"8669James.Jones@gmail.com",0
547,"5889Alyssa.Rogers@telus.net",1
548,"2164Amber.Bennett@rogers.ca",0
549,"18689Milissa.Roberts@hotmail.com",0
550,"6048Miguel.Adams@hotmail.com",0
551,"28135Rachel.Timms@rogers.ca",0
552,"4078Jada.Green@hotmail.com",2
553,"693Victoria.Moore@gmx.com",1
554,"23247Katie.Morris@att.com",0
555,"29260Chloe.Baker@shaw.ca",0
556,"7909Jose.Patterson@hotmail.com",2
557,"16239Mikayla.Perry@hotmail.com",0
558,"14258Alexa.Murphy@telus.net",0
559,"24048Anthony.Tellies@rogers.ca",0
560,"26117Hunter.Barnes@telus.net",2
561,"23131Jordan.Rivera@shaw.ca",0
562,"9566Sofia.Tellies@rogers.ca",0
563,"9047Lauren.Olsen@live.com",2
564,"7277Amanda.Rogers@gmail.com",0
565,"8386Ang.McVicar@telus.net",0
566,"5932Kyle.Rodriguez@live.com",0
567,"12022Leah.Johnson@shaw.ca",0
568,"3195Kylie.Davis@rogers.ca",0
569,"28375Paige.Choi@gmx.com",0
570,"17414Luke.Perez@telus.net",0
571,"19807Angelina.Torres@rogers.ca",0
572,"10739Alyssa.Williams@rogers.ca",0
573,"25021Jesse.Diaz@microsoft.com",2
574,"27975Thomas.Coleman@gmail.com",0
575,"27222Jasmine.Diaz@shaw.ca",0
576,"19961Alyssa.Ross@hotmail.com",0
577,"179Daniel.Jenkins@microsoft.com",0
578,"2554Lillian.Martinez@live.com",0
579,"30128Shelby.Radcliff@gmail.com",1
580,"28198Victoria.Campbell@telus.net",0
581,"1264Brian.Brown@live.com",0
582,"25477Alexander.Ramirez@shaw.ca",0
583,"17794Kaitlyn.Thomas@gmx.com",0
584,"7589Savannah.Young@hotmail.com",0
585,"5352John.Gomes@telus.net",0
586,"14960Jada.Adams@rogers.ca",0
587,"6111Broderick.Garcia@att.com",0
588,"24795Bryce.Jenkins@rogers.ca",0
589,"29312Mackenzie.Miller@gmail.com",0
590,"17845Nathaniel.Patterson@gmx.com",0
591,"27563Julia.Timms@telus.net",0
592,"26346Stephen.Thompson@telus.net",0
593,"2659Carlie.Lopez@att.com",0
594,"21964Danielle.Adams@rogers.ca",0
595,"24740John.Jenkins@shaw.ca",2
596,"22204Daniel.Wood@microsoft.com",0
597,"5676Alexandra.Powell@microsoft.com",0
598,"20827Spencer.Johnson@att.com",2
599,"9175Hunter.MacDonald@telus.net",0
600,"393Isabel.Reed@shaw.ca",0
601,"6757Emily.Thompson@telus.net",0
602,"30669Laura.Brooks@gmail.com",0
603,"26246Jasmine.Getzlaff@att.com",0
604,"24348Jennifer.Coleman@rogers.ca",0
605,"1529Sara.Jones@att.com",0
606,"17533Makayla.Sanders@live.com",0
607,"5500Silvia.Rogers@gmail.com",1
608,"33902Jason.Clark@hotmail.com",0
609,"1219Peter.Scott@telus.net",1
610,"25377Lauren.Lee@att.com",0
611,"28283Leslie.Hernandez@live.com",0
612,"9636Kandra.Long@microsoft.com",0
613,"9890Jasmine.Williams@live.com",2
614,"23866Jasmine.Gonzalez@att.com",0
615,"10683Kimberly.Howard@rogers.ca",1
616,"9723Logan.Ramirez@gmx.com",1
617,"8980Angelina.Perez@shaw.ca",0
618,"31566Connor.MacKenzie@att.com",0
619,"15519Ryan.King@att.com",0
620,"1140James.Foster@att.com",2
621,"1035Cameron.Timms@gmx.com",0
622,"8616Isabel.Evans@shaw.ca",0
623,"2027Carlie.Thompson@hotmail.com",0
